Размер,Раздел,Категория,Бренд,Материал одежды,Цвет,Состояние товара,Продавец,Скидка,Цена,Описание,Материал футболок
IT_46,Мужское,Поло с коротким рукавом,DOLCE&GABBANA,missing_label,Черный,Новое с биркой,Бутик,31.0,148149.0,"the silk polo shirt with polo collar and short sleeves by dolce&gabbana embodies the perfect balance between elegance and simplicity within the modern menswear wardrobe. the silk fabric enhances the silhouette with fluid refinement, elevating an essential construction designed for a casual yet polished look. the polo collar defines the piece with understated character, while the signature of dolce&gabbana seals its distinctive identity. this polo shirt by dolce&gabbana stands out as a sophisticated option for contemporary and confident style. sku: gxz02tjbsoi_n0000 season: ss26 fit: regular composition: general 100% silk made in italy",Другое
INT_M,Мужское,Куртки,CP COMPANY,Другое,Голубой,Отличное состояние,Частный продавец,60.0,75000.0,"куртка c.p. company jas blauw donsjas: воплощение стиля и инноваций для настоящих ценителей. представляем вашему вниманию не просто куртку, а произведение инженерной мысли и дизайна от культового бренда c.p. company. модель jas blauw donsjas – это идеальное сочетание передовых технологий и безупречного внешнего вида, созданное для тех, кто ценит комфорт, качество и неповторимый стиль. исключительные материалы и продуманный дизайн: • основной материал – высококачественный нейлон, обладающий уникальным свойством хамелеона. его поверхность завораживающе переливается на свету, динамически меняя оттенок от глубокого темно-синего до яркого светло-голубого. это придает куртке живой, многогранный вид и делает каждый ваш образ по-настоящему уникальным. • наполнитель – отборный гусиный пух премиум-класса. он обеспечивает исключительную теплоизоляцию, гарантируя уют и комфорт даже в самые сильные морозы, при этом оставаясь невероятно легким и не стесняющим движений. • защита от непогоды: благодаря инновационной водоотталкивающей пропитке dwr (durable water repellent), куртка надежно защищает от влаги, дождя и мокрого снега, сохраняя сухость и комфорт в любую погоду. детали предложения: • состояние: абсолютно новая, с оригинальными бирками. • размер: 48 (m). • не упустите шанс: приобретите эту эксклюзивную модель по лучшей цене. количество ограничено – успейте сделать выгодное вложение в свой гардероб.",missing_label
INT_S/L/XL/2XL,Мужское,Футболки,CASABLANCA,missing_label,Белый,Новое с биркой,Бутик,14.0,28160.0,tshirt white jersey,Хлопок
INT_S/M/L/XL,Мужское,Футболки,MONCLER,missing_label,Синий,Новое с биркой,Бутик,0.0,31859.0,navy blue ss cotton t-shirt,Хлопок
IT_52,Мужское,Классические брюки,CELINE,Шерсть,Серый,Новое с биркой,Бутик,23.0,97683.0,prince-of-wales checked trousers,missing_label
JEANS_30/32/34,Мужское,Повседневные брюки,CASABLANCA,Хлопок,Черный,Новое с биркой,Бутик,31.0,76269.0,jeans denim,missing_label
INT_S/M/L,Мужское,Кардиганы,OFF-WHITE,Хлопок,Черный,Новое с биркой,Бутик,33.0,153064.0,"the star logo diagonal varsity cardigan by off-white is a garment that combines casual and sophisticated style, perfect for a variety of contexts. the design stands out for its diagonal patterns and varsity-inspired details, which evoke a strong sporting influence. the knit structure ensures comfort, while the star logo on the front adds a touch of character and recognizability to the garment. this cardigan is ideal for those looking for a modern and versatile look that does not compromise on quality and originality. sku: 44mhb019s26k002001_0001 season: ss26 fit: oversize composition: general 100% cotton made in italy",missing_label
INT_S/M/L/XL/2XL,Мужское,Футболки,CASABLANCA,missing_label,Черный,Новое с биркой,Бутик,12.0,28160.0,tshirt black jersey,Хлопок
INT_S/M/L/XL,Мужское,Шорты,CASABLANCA,Полиэстер,Мульти,Новое с биркой,Бутик,13.0,33160.0,swim short,missing_label
INT_S/M,Мужское,Шорты,AMIRI,Вискоза,Черный,Новое с биркой,Бутик,22.0,84519.0,ma quad panel short,missing_label
INT_S/M/L/XL,Мужское,Шорты,CASABLANCA,Полиэстер,Мульти,Новое с биркой,Бутик,16.0,33160.0,swim short,missing_label
INT_S/M/L,Мужское,Кэжуал рубашки,CASABLANCA,missing_label,Мульти,Новое с биркой,Бутик,8.0,81183.0,shirt ss linen,missing_label
INT_2XL,Мужское,Куртки,MONCLER,Другое,Синий,Новое с биркой,Бутик,13.0,131649.0,cardigan,missing_label
INT_M,Мужское,Худи и толстовки,PRADA,Полиэстер,Темно-синий,Новое с биркой,Бутик,47.0,153590.0,zipped sweatshirt,missing_label
INT_M/L,Мужское,Джемперы и свитеры,SAINT LAURENT,Кашемир,Бежевый,Новое с биркой,Бутик,18.0,153590.0,cassandre pullover,missing_label
INT_XL,Мужское,Футболки,CHRISTIAN DIOR,missing_label,Белый,Новое с биркой,Бутик,17.0,85572.0,white cotton t-shirts,Хлопок
INT_S,Мужское,Шорты,CASABLANCA,Шелк,Белый,Новое с биркой,Бутик,51.0,78463.0,silk shorts with drawstrings,missing_label
INT_M,Мужское,Футболки,AMIRI,missing_label,Серый,Новое с биркой,Бутик,50.0,53801.0,amiri core logo tee,Хлопок
INT_M/L/XL,Мужское,Поло с коротким рукавом,ALEXANDER MCQUEEN,missing_label,Бежевый,Новое с биркой,Бутик,17.0,48271.0,logo emb polo,Хлопок
INT_M/L/XL,Мужское,Джемперы и свитеры,ALEXANDER MCQUEEN,Хлопок,Бежевый,Новое с биркой,Бутик,20.0,64771.0,logo print sweatshrt,missing_label
INT_L,Мужское,Кэжуал рубашки,AMIRI,missing_label,Мульти,Новое с биркой,Бутик,12.0,99878.0,chateau palms camp shirt !,missing_label
INT_XL,Мужское,Футболки,AMIRI,missing_label,Белый,Новое с биркой,Бутик,51.0,75742.0,amiri hollywood tee,Хлопок
IT_46-48/48/50,Мужское,Повседневные брюки,ALEXANDER MCQUEEN,Хлопок,Черный,Новое с биркой,Бутик,52.0,94348.0,belt trousers,missing_label
IT_46-48/48,Мужское,Шорты,PRADA,Хлопок,Бежевый,Новое с биркой,Бутик,53.0,109707.0,pantalone,missing_label
INT_M,Мужское,Поло с коротким рукавом,GUCCI,missing_label,Синий,Новое с биркой,Бутик,19.0,68019.0,blue cotton polo,Хлопок
INT_S/M/L/XL,Мужское,Футболки,SAINT LAURENT,missing_label,Белый,Новое с биркой,Бутик,17.0,53801.0,large white cotton t-shirt,Хлопок
INT_XS/S/M/L/XL,Мужское,Кардиганы,Ami Paris,Шерсть,Черный,Новое с биркой,Бутик,0.0,49412.0,adc cardigan,missing_label
INT_M/XL,Мужское,Худи и толстовки,BALMAIN,Хлопок,Черный,Новое с биркой,Бутик,7.0,86713.0,logo hoodie,missing_label
IT_48,Мужское,Кардиганы,PRADA,Полиамид,Черный,Новое с биркой,Бутик,28.0,351064.0,black nylon cardigan,missing_label
INT_L/XL,Мужское,Жилеты,MONCLER,Полиэстер,Красный,Новое с биркой,Бутик,6.0,91101.0,elberton vest,missing_label
IT_48/50,Мужское,Поло с коротким рукавом,DOLCE&GABBANA,missing_label,Голубой,Новое с биркой,Бутик,20.0,148149.0,polo neck jumper s/s,Хлопок
INT_L,Мужское,Кэжуал рубашки,SAINT LAURENT,missing_label,Зеленый,Новое с биркой,Бутик,37.0,108654.0,cassandre shirt in cotton check,missing_label
INT_S/M/L,Мужское,Кардиганы,OFF-WHITE,Хлопок,Бежевый,Новое с биркой,Бутик,35.0,164034.0,"the star logo diagonal varsity cardigan by off-white is a garment that combines casual and sophisticated style, perfect for a variety of contexts. the design stands out for its diagonal patterns and varsity-inspired details, which evoke a strong sporting influence. the knit structure ensures comfort, while the star logo on the front adds a touch of character and recognizability to the garment. this cardigan is ideal for those looking for a modern and versatile look that does not compromise on quality and originality. sku: 44mhb019s26k001110_1010 season: ss26 fit: oversize composition: general 100% cotton made in portugal",missing_label
INT_S/M/L/XL/2XL,Мужское,Поло с коротким рукавом,MONCLER,missing_label,Бежевый,Новое с биркой,Бутик,1.0,38960.0,logo-patch natural cotton polo shirt,Хлопок
INT_S/XL,Мужское,Поло с коротким рукавом,BURBERRY,missing_label,Черный,Новое с биркой,Бутик,10.0,38968.0,black piquet polo shirt,Хлопок
INT_S/M,Мужское,Худи и толстовки,GOLDEN GOOSE DELUXE BRAND,Хлопок,Другое,Новое с биркой,Бутик,24.0,49412.0,golden goose black bleached hooded sweatshirt,missing_label
JEANS_30/31/32,Мужское,Прямые джинсы,FENDI,missing_label,Синий,Новое с биркой,Бутик,14.0,120678.0,long jeans blue,missing_label
IT_50,Мужское,Повседневные брюки,PRADA,Хлопок,Бежевый,Новое с биркой,Бутик,52.0,100931.0,pantalone,missing_label
IT_46-48,Мужское,Повседневные брюки,PRADA,Хлопок,Черный,Новое с биркой,Бутик,54.0,126207.0,pantalone popeline,missing_label
JEANS_30,Мужское,Повседневные брюки,GIVENCHY,Хлопок,Синий,Новое с биркой,Бутик,54.0,120678.0,pants,missing_label
INT_S,Мужское,Куртки,BALENCIAGA,Полиамид,Черный,Новое с биркой,Бутик,55.0,159120.0,under armour windbreaker jacket,missing_label
IT_50,Мужское,Куртки,DOLCE&GABBANA,Хлопок,Синий,Новое с биркой,Бутик,38.0,170090.0,denim jacket,missing_label
INT_M,Мужское,Куртки,MONCLER,Полиамид,Зеленый,Новое с биркой,Бутик,54.0,142620.0,jayel jacket,missing_label
INT_S,Мужское,Футболки,DOLCE&GABBANA,missing_label,Бежевый,Новое с биркой,Бутик,51.0,82324.0,t-shirt m/corta giro,Хлопок
IT_48,Мужское,Повседневные брюки,FENDI,Хлопок,Серый,Новое с биркой,Бутик,53.0,108654.0,stone grey cotton blend trousers,missing_label
INT_L,Мужское,Джемперы и свитеры,CELINE,Хлопок,Мульти,Новое с биркой,Бутик,14.0,164561.0,polo-style cotton sweater,missing_label
